seed,model,accuracy,brier_score,brier_chance_level,brier_interpretation,ece,ece_interpretation
0,EEGNet,0.5423611111111111,0.48365197993233394,0.5,better than chance,0.03788203439778749,well calibrated
0,ShallowConvNet,0.7194444444444444,0.38777407942146996,0.5,better than chance,0.11714875300725303,moderately overconfident
