seed,model,type,bin_centre,accuracy,confidence,fraction,threshold,coverage,error_rate
2,ShallowConvNet,risk_coverage,,,,,0.5714285714285714,0.9229166666666667,0.26787057938299474
2,ShallowConvNet,risk_coverage,,,,,0.5816326530612245,0.9118055555555555,0.2658035034272658
2,ShallowConvNet,risk_coverage,,,,,0.5918367346938775,0.9013888888888889,0.2627118644067796
2,ShallowConvNet,risk_coverage,,,,,0.6020408163265306,0.8895833333333333,0.2599531615925058
2,ShallowConvNet,risk_coverage,,,,,0.6122448979591837,0.8791666666666667,0.2567140600315956
2,ShallowConvNet,risk_coverage,,,,,0.6224489795918368,0.8645833333333334,0.2522088353413655
2,ShallowConvNet,risk_coverage,,,,,0.6326530612244898,0.8576388888888888,0.25182186234817816
2,ShallowConvNet,risk_coverage,,,,,0.6428571428571428,0.8423611111111111,0.24814509480626545
2,ShallowConvNet,risk_coverage,,,,,0.6530612244897959,0.8291666666666667,0.2445561139028476
2,ShallowConvNet,risk_coverage,,,,,0.6632653061224489,0.8194444444444444,0.24237288135593216
2,ShallowConvNet,risk_coverage,,,,,0.673469387755102,0.8076388888888889,0.24161650902837484
2,ShallowConvNet,risk_coverage,,,,,0.6836734693877551,0.7986111111111112,0.23913043478260865
2,ShallowConvNet,risk_coverage,,,,,0.6938775510204082,0.7840277777777778,0.23383525243578385
2,ShallowConvNet,risk_coverage,,,,,0.7040816326530612,0.7756944444444445,0.23276633840644578
2,ShallowConvNet,risk_coverage,,,,,0.7142857142857143,0.7631944444444444,0.23202911737943588
2,ShallowConvNet,risk_coverage,,,,,0.7244897959183674,0.7486111111111111,0.22541743970315398
2,ShallowConvNet,risk_coverage,,,,,0.7346938775510203,0.7361111111111112,0.22358490566037736
2,ShallowConvNet,risk_coverage,,,,,0.7448979591836735,0.7180555555555556,0.21953578336557056
2,ShallowConvNet,risk_coverage,,,,,0.7551020408163265,0.7020833333333333,0.21958456973293772
2,ShallowConvNet,risk_coverage,,,,,0.7653061224489796,0.6875,0.2161616161616161
2,ShallowConvNet,risk_coverage,,,,,0.7755102040816326,0.6715277777777777,0.21613236814891412
2,ShallowConvNet,risk_coverage,,,,,0.7857142857142857,0.65625,0.20846560846560847
2,ShallowConvNet,risk_coverage,,,,,0.7959183673469388,0.6361111111111111,0.20087336244541487
2,ShallowConvNet,risk_coverage,,,,,0.8061224489795917,0.6229166666666667,0.19732441471571904
2,ShallowConvNet,risk_coverage,,,,,0.8163265306122449,0.6041666666666666,0.19195402298850572
2,ShallowConvNet,risk_coverage,,,,,0.8265306122448979,0.5902777777777778,0.18705882352941172
2,ShallowConvNet,risk_coverage,,,,,0.8367346938775511,0.5798611111111112,0.18802395209580836
2,ShallowConvNet,risk_coverage,,,,,0.846938775510204,0.55625,0.17852684144818975
2,ShallowConvNet,risk_coverage,,,,,0.8571428571428571,0.5326388888888889,0.1707953063885267
2,ShallowConvNet,risk_coverage,,,,,0.8673469387755102,0.5125,0.16531165311653118
2,ShallowConvNet,risk_coverage,,,,,0.8775510204081632,0.49027777777777776,0.1586402266288952
2,ShallowConvNet,risk_coverage,,,,,0.8877551020408163,0.4673611111111111,0.15007429420505203
2,ShallowConvNet,risk_coverage,,,,,0.8979591836734693,0.4479166666666667,0.14263565891472874
2,ShallowConvNet,risk_coverage,,,,,0.9081632653061225,0.41944444444444445,0.13741721854304634
2,ShallowConvNet,risk_coverage,,,,,0.9183673469387754,0.40208333333333335,0.1312607944732297
2,ShallowConvNet,risk_coverage,,,,,0.9285714285714286,0.37569444444444444,0.12569316081330872
2,ShallowConvNet,risk_coverage,,,,,0.9387755102040816,0.33958333333333335,0.11042944785276076
2,ShallowConvNet,risk_coverage,,,,,0.9489795918367346,0.30694444444444446,0.10407239819004521
2,ShallowConvNet,risk_coverage,,,,,0.9591836734693877,0.27569444444444446,0.10075566750629728
2,ShallowConvNet,risk_coverage,,,,,0.9693877551020408,0.25416666666666665,0.09562841530054644
2,ShallowConvNet,risk_coverage,,,,,0.9795918367346939,0.20416666666666666,0.06462585034013602
2,ShallowConvNet,risk_coverage,,,,,0.9897959183673469,0.14930555555555555,0.037209302325581395
