seed,model,type,bin_centre,accuracy,confidence,fraction,threshold,coverage,error_rate
3,EEGNet,calibration,0.55,0.5754276827371695,0.5356431603431702,0.8930555555555556,,,
3,EEGNet,calibration,0.6500000000000001,0.9310344827586207,0.6296496391296387,0.10069444444444445,,,
3,EEGNet,calibration,0.75,1.0,0.7289332151412964,0.00625,,,
3,EEGNet,risk_coverage,,,,,0.5,1.0,0.38611111111111107
3,EEGNet,risk_coverage,,,,,0.5102040816326531,0.8333333333333334,0.36416666666666664
3,EEGNet,risk_coverage,,,,,0.5204081632653061,0.6729166666666667,0.33642930856553144
3,EEGNet,risk_coverage,,,,,0.5306122448979592,0.5472222222222223,0.30710659898477155
3,EEGNet,risk_coverage,,,,,0.5408163265306123,0.44583333333333336,0.2741433021806854
3,EEGNet,risk_coverage,,,,,0.5510204081632653,0.35555555555555557,0.244140625
3,EEGNet,risk_coverage,,,,,0.5612244897959183,0.2826388888888889,0.22113022113022118
3,EEGNet,risk_coverage,,,,,0.5714285714285714,0.2111111111111111,0.1875
3,EEGNet,risk_coverage,,,,,0.5816326530612245,0.1673611111111111,0.12863070539419086
3,EEGNet,risk_coverage,,,,,0.5918367346938775,0.13333333333333333,0.10416666666666663
3,EEGNet,risk_coverage,,,,,0.6020408163265306,0.09861111111111111,0.06338028169014087
3,EEGNet,risk_coverage,,,,,0.6122448979591837,0.07083333333333333,0.0490196078431373
3,EEGNet,risk_coverage,,,,,0.6224489795918368,0.05694444444444444,0.012195121951219523
3,EEGNet,risk_coverage,,,,,0.6326530612244898,0.043055555555555555,0.016129032258064502
3,EEGNet,risk_coverage,,,,,0.6428571428571428,0.035416666666666666,0.0
3,EEGNet,risk_coverage,,,,,0.6530612244897959,0.027777777777777776,0.0
3,EEGNet,risk_coverage,,,,,0.6632653061224489,0.020833333333333332,0.0
3,EEGNet,risk_coverage,,,,,0.673469387755102,0.013888888888888888,0.0
3,EEGNet,risk_coverage,,,,,0.6836734693877551,0.010416666666666666,0.0
3,EEGNet,risk_coverage,,,,,0.6938775510204082,0.008333333333333333,0.0
3,EEGNet,risk_coverage,,,,,0.7040816326530612,0.005555555555555556,0.0
3,EEGNet,risk_coverage,,,,,0.7142857142857143,0.005555555555555556,0.0
3,EEGNet,risk_coverage,,,,,0.7244897959183674,0.0020833333333333333,0.0
3,EEGNet,risk_coverage,,,,,0.7346938775510203,0.001388888888888889,0.0
3,EEGNet,risk_coverage,,,,,0.7448979591836735,0.0006944444444444445,0.0
3,EEGNet,risk_coverage,,,,,0.7551020408163265,0.0006944444444444445,0.0
3,EEGNet,risk_coverage,,,,,0.7653061224489796,0.0006944444444444445,0.0
3,EEGNet,risk_coverage,,,,,0.7755102040816326,0.0006944444444444445,0.0
3,EEGNet,risk_coverage,,,,,0.7857142857142857,0.0006944444444444445,0.0
3,ShallowConvNet,calibration,0.55,0.47513812154696133,0.5506138205528259,0.12569444444444444,,,
3,ShallowConvNet,calibration,0.6500000000000001,0.5282051282051282,0.6518707871437073,0.13541666666666666,,,
3,ShallowConvNet,calibration,0.75,0.5977011494252874,0.7544482946395874,0.12083333333333333,,,
3,ShallowConvNet,calibration,0.8500000000000001,0.6679841897233202,0.8535493612289429,0.17569444444444443,,,
3,ShallowConvNet,calibration,0.95,0.8869701726844584,0.9665284752845764,0.4423611111111111,,,
3,ShallowConvNet,risk_coverage,,,,,0.5,1.0,0.28680555555555554
3,ShallowConvNet,risk_coverage,,,,,0.5102040816326531,0.9881944444444445,0.2839072382290935
3,ShallowConvNet,risk_coverage,,,,,0.5204081632653061,0.9798611111111111,0.28065201984408217
3,ShallowConvNet,risk_coverage,,,,,0.5306122448979592,0.9625,0.2763347763347763
3,ShallowConvNet,risk_coverage,,,,,0.5408163265306123,0.9486111111111111,0.27379209370424595
3,ShallowConvNet,risk_coverage,,,,,0.5510204081632653,0.9354166666666667,0.2717149220489977
3,ShallowConvNet,risk_coverage,,,,,0.5612244897959183,0.9208333333333333,0.2647058823529411
3,ShallowConvNet,risk_coverage,,,,,0.5714285714285714,0.9090277777777778,0.26126814362108475
3,ShallowConvNet,risk_coverage,,,,,0.5816326530612245,0.9006944444444445,0.26137239784117194
3,ShallowConvNet,risk_coverage,,,,,0.5918367346938775,0.8881944444444444,0.2572322126661454
3,ShallowConvNet,risk_coverage,,,,,0.6020408163265306,0.8708333333333333,0.25119617224880386
3,ShallowConvNet,risk_coverage,,,,,0.6122448979591837,0.8590277777777777,0.24494745351657232
3,ShallowConvNet,risk_coverage,,,,,0.6224489795918368,0.8444444444444444,0.24506578947368418
3,ShallowConvNet,risk_coverage,,,,,0.6326530612244898,0.8333333333333334,0.24083333333333334
3,ShallowConvNet,risk_coverage,,,,,0.6428571428571428,0.81875,0.23494486853265484
3,ShallowConvNet,risk_coverage,,,,,0.6530612244897959,0.80625,0.2308354866494401
3,ShallowConvNet,risk_coverage,,,,,0.6632653061224489,0.7944444444444444,0.22814685314685312
3,ShallowConvNet,risk_coverage,,,,,0.673469387755102,0.775,0.22401433691756267
3,ShallowConvNet,risk_coverage,,,,,0.6836734693877551,0.7659722222222223,0.22212148685403443
3,ShallowConvNet,risk_coverage,,,,,0.6938775510204082,0.7479166666666667,0.21541318477251625
3,ShallowConvNet,risk_coverage,,,,,0.7040816326530612,0.7354166666666667,0.21057601510859303
3,ShallowConvNet,risk_coverage,,,,,0.7142857142857143,0.7222222222222222,0.20673076923076927
3,ShallowConvNet,risk_coverage,,,,,0.7244897959183674,0.7111111111111111,0.2060546875
3,ShallowConvNet,risk_coverage,,,,,0.7346938775510203,0.7027777777777777,0.20355731225296447
3,ShallowConvNet,risk_coverage,,,,,0.7448979591836735,0.6916666666666667,0.20080321285140568
3,ShallowConvNet,risk_coverage,,,,,0.7551020408163265,0.6805555555555556,0.19795918367346943
3,ShallowConvNet,risk_coverage,,,,,0.7653061224489796,0.6673611111111111,0.19250780437044746
3,ShallowConvNet,risk_coverage,,,,,0.7755102040816326,0.6569444444444444,0.18921775898520088
3,ShallowConvNet,risk_coverage,,,,,0.7857142857142857,0.6423611111111112,0.18594594594594593
3,ShallowConvNet,risk_coverage,,,,,0.7959183673469388,0.6256944444444444,0.17869034406215312
3,ShallowConvNet,risk_coverage,,,,,0.8061224489795917,0.6055555555555555,0.16972477064220182
3,ShallowConvNet,risk_coverage,,,,,0.8163265306122449,0.5895833333333333,0.16136631330977624
3,ShallowConvNet,risk_coverage,,,,,0.8265306122448979,0.5777777777777777,0.15865384615384615
3,ShallowConvNet,risk_coverage,,,,,0.8367346938775511,0.5590277777777778,0.15652173913043477
3,ShallowConvNet,risk_coverage,,,,,0.846938775510204,0.5458333333333333,0.15139949109414763
3,ShallowConvNet,risk_coverage,,,,,0.8571428571428571,0.5284722222222222,0.1471747700394218
3,ShallowConvNet,risk_coverage,,,,,0.8673469387755102,0.5104166666666666,0.1333333333333333
3,ShallowConvNet,risk_coverage,,,,,0.8775510204081632,0.4930555555555556,0.12676056338028174
3,ShallowConvNet,risk_coverage,,,,,0.8877551020408163,0.46875,0.11851851851851847
3,ShallowConvNet,risk_coverage,,,,,0.8979591836734693,0.4479166666666667,0.11472868217054266
3,ShallowConvNet,risk_coverage,,,,,0.9081632653061225,0.4215277777777778,0.10214168039538718
3,ShallowConvNet,risk_coverage,,,,,0.9183673469387754,0.38819444444444445,0.09123434704830058
3,ShallowConvNet,risk_coverage,,,,,0.9285714285714286,0.36180555555555555,0.0863723608445297
3,ShallowConvNet,risk_coverage,,,,,0.9387755102040816,0.33819444444444446,0.0882956878850103
3,ShallowConvNet,risk_coverage,,,,,0.9489795918367346,0.3111111111111111,0.0736607142857143
3,ShallowConvNet,risk_coverage,,,,,0.9591836734693877,0.2861111111111111,0.06310679611650483
3,ShallowConvNet,risk_coverage,,,,,0.9693877551020408,0.24930555555555556,0.05292479108635095
3,ShallowConvNet,risk_coverage,,,,,0.9795918367346939,0.20277777777777778,0.047945205479452024
3,ShallowConvNet,risk_coverage,,,,,0.9897959183673469,0.14930555555555555,0.027906976744186074
