subject,transition_prob,argmax_acc,viterbi_acc,delta
4,0.05,0.9523809523809523,0.6071428571428571,-0.34523809523809523
4,0.1,0.9523809523809523,0.6666666666666666,-0.2857142857142857
4,0.2,0.9523809523809523,0.6785714285714286,-0.2738095238095237
4,0.3,0.9523809523809523,0.8095238095238095,-0.1428571428571428
