seed,model,accuracy,brier_score,brier_chance_level,brier_interpretation,ece,ece_interpretation
1,EEGNet,0.6055555555555555,0.46202209263666105,0.5,better than chance,0.04403273599843181,well calibrated
1,ShallowConvNet,0.7291666666666666,0.3807000789577758,0.5,better than chance,0.10219256360497736,moderately overconfident
